,"$\mathrm{rMAE}^{\mathrm{cSVR}^{\mathrm{w. avg.}}}_{m,s}$","$\mathrm{rMAE}^{\mathrm{SVR}^{\mathrm{w. avg.}}}_{m,s}$","$\mathrm{rMAE}^{\mathrm{LASSO}^{\mathrm{w. avg.}}}_{m,s}$",$\hat{P}_{LASSO}^{1}$,$\hat{P}_{LASSO}^{2}$,$\hat{P}_{LASSO}^{3}$,"$\mathrm{rMAE}^{\mathrm{RF}^{\mathrm{w. avg.}}}_{m,s}$",$\hat{P}_{RF}^{1}$,$\hat{P}_{RF}^{2}$,$\hat{P}_{RF}^{3}$
0,-0.028957343652502753,-0.02202130554359078,-0.004773251275260279,0.0651750316579273,0.021344122902882085,0.003351318259310076,0.004617816620479793,0.04096139226692053,0.04984455637114306,0.04616941426201833
